EXAM_YEAR_ID;SEMESTER;EXAM DATE;EXAM_STATUS_ID;CODE;NAME;TEACHERS SCIPERS;CONTACTS SCIPER;SERVICE_LEVEL_ID;RESPONSABLE;NB STUDENTS;NB PAGES;TOTAL PAGES;SERVICE_TYPE_ID;EXAM_TYPE_ID;DEADLINE PREP;DEADLINE REPRO;REMARK;SECTION
1;2;27.06.18;15;MICRO-515;Evolutionary Robotics;111729;;1;283365;49;8;392;4;1;;;Master;MT
1;2;27.06.18;15;MATH-115(b);Advanced Linear Algebra II;280037;;1;283365;135;24;3240;4;1;;;;MA
1;2;27.06.18;15;MATH-115(a);Advanced Linear Algebra II;183121;;1;283365;88;16;1408;4;1;;;;MA
1;2;26.06.18;15;PREPA-031(a);Mathématiques 1A (pour MAN);104677,121777,248612;;1;283365;729;28;20412;4;1;;;MAN;MAN/CMS
1;2;26.06.18;15;MATH-123(b);Géométrie;NULL;;1;283365;68;12;816;4;1;;;;MA
1;2;26.06.18;15;MATH-121;Geometry;NULL;;1;283365;206;12;2472;4;1;;;;MA
1;2;26.06.18;15;CH-162;Chimie organique I;148588;;1;283365;142;24;3408;4;1;;;;CGC
1;2;26.03.18;15;CH-162;Chimie organique I;148588;;1;283365;134;8;1072;4;1;;;;CGC
1;2;25.06.18;15;MATH-250;Analyse numérique;271675;;1;283365;92;24;2208;4;1;;;MAN;MA
1;2;25.06.18;15;MATH-150;Analyse Numérique;106096;;1;283365;134;24;3216;4;1;;;MAN;MA
1;2;25.05.18;15;CS-112(g);Programmation II – final;112547;;1;283365;211;16;3376;1;1;;;Scan qrcode et génération pdf et liste ;IC
1;2;23.06.18;15;EE-559;Deep learning;146262;;1;283365;175;20;3500;4;1;;;Master;EL
1;2;23.04.18;15;MATH-115(a);Algèbre linéaire avancée II;183121;;1;283365;1;16;16;4;3;;;Only prepared blank copie to put on website;MA
1;2;22.06.18;15;MATH-207(c);Analyse IV;NULL;;1;283365;226;24;5424;4;1;;;;MA
1;2;22.03.18;15;PHYS-218;Physique du bâtiment IV;NULL;;1;283365;179;12;2148;4;1;;;Scan only;PH
1;2;21.06.18;15;MATH-203(c);Analysis III;235589;;1;283365;20;12;240;4;1;;;;MA
1;2;20.06.18;15;MICRO-502;Aerial Robots;111729;;1;283365;35;8;280;4;1;;;Master;MT
1;2;20.06.18;15;CH-161;Chimie générale;109839;;1;283365;637;20;12740;2;1;;;Using Archiving project impose_exam qr_codes;CGC
1;2;20.06.18;15;AR-121,AR-122;Théorie de l’architecture I et II;105747;;1;283365;154;12;1848;4;1;;;;AR
1;2;18.06.18;15;MATH-106(f);Analyse II (f);149640;;1;283365;182;12;2184;4;1;;;;MA
1;2;18.06.18;15;MATH-106(en);Analyse II (en);138859;;1;283365;137;12;1644;4;1;;;;MA
1;2;18.06.18;15;MATH-106(e);Analyse II (e);167946;;1;283365;165;12;1980;4;1;;;;MA
1;2;18.06.18;15;MATH-106(c);Analyse II (c);166061;;1;283365;213;12;2556;4;1;;;;MA
1;2;18.06.18;15;MATH-106(b);Analyse II (b);NULL;;1;283365;177;12;2124;4;1;;;;MA
1;2;18.06.18;15;MATH-106(a);Analyse II (a);120861;;1;283365;123;12;1476;4;1;;;;MA
1;2;17.04.18;15;PENS-200;La Maîtrise du sol en droit Suisse;159096;;1;283365;318;8;2544;4;1;;;;ENAC
1;2;17.04.18;15;HUM-125(a-b);Enjeux Mondiaux : Santé A/B;167289,185819,135489;;1;283365;236;2;472;4;1;;;;SHS
1;2;17.04.18;15;HUM-124(a);Enjeux Mondiaux : Mobilité A;118332,102121;;1;283365;110;8;880;4;1;;;Scan only;SHS
1;2;17.04.18;15;HUM-121(a-b);Enjeux Mondiaux : Climat A/B;176402,289942,106542;;1;283365;181;12;2172;4;1;;;;SHS
1;2;15.06.18;15;UNIL-131;Mathématiques II (esc);149640;;1;283365;125;12;1500;4;3;;;;UNIL
1;2;11.04.18;15;HUM-123(a);Enjeux Mondiaux : Energie A;105078,111055,NULL;;1;283365;100;2;200;4;1;;;;SHS
1;2;06.07.18;15;CS-439;Optimization for machine learning;276449;;1;283365;111;20;2220;4;1;;;;IC
1;2;05.07.18;15;PREPA-033;Physique (pour MAN);137850,104677,157882;;1;283365;729;28;20412;4;1;;;MAN;MAN/CMS
1;2;04.07.18;15;MATH-251(c);Analyse numérique;NULL;;1;283365;110;12;1320;4;1;;;;MA
1;2;03.07.18;15;PREPA-032(b);Mathématiques 2B (pour MAN);100527,137850,248612;;1;283365;729;20;14580;4;1;;;MAN;MAN/CMS
1;2;03.07.18;15;PREPA-032(a);Mathématiques 2A (pour MAN);121777,101466,248612;;1;283365;729;16;11664;4;1;;;MAN;MAN/CMS
1;2;03.05.18;15;UNIL-131;Mathématiques II (esc);149640;;1;283365;124;4;496;4;3;;;;UNIL
1;2;02.07.18;15;UNIL-108;Mathématiques générales II;NULL;;1;283365;268;8;2144;4;1;;;;UNIL
1;2;02.07.18;15;CIVIL-103;Geologie;220185;;1;283365;129;1;129;2;1;;;Answer sheet + process Other;GC
1;1;31.01.18;15;UNIL-107;Mathématiques générales I;121777;;1;283365;321;8;2568;4;1;;;;UNIL
1;1;30.01.18;15;BIO-205;Cellular and molecular biology I;235263;;1;283365;108;1;108;4;1;;;;SV
1;1;29.01.18;15;MATH-265;Introduction à l’optimisation et la recherche opérationnelle;118332;;1;283365;210;32;6720;4;1;;;;MA
1;1;27.11.17;15;MATH-110(a);Algèbre linéaire avancée I;213191;;1;283365;171;12;2052;4;3;;;;MA
1;1;26.01.18;15;MATH-110(a);Algèbre linéaire avancée I;213191;;1;283365;171;16;2736;4;1;;;;MA
1;1;25.01.18;15;PHYS-217;Physique du bâtiment III;NULL;;1;283365;184;12;2208;4;1;;;Scan only;PH
1;1;24.10.17;15;PHYS-217;Physique du bâtiment III;NULL;;1;283365;184;6;1104;4;1;;;Scan only;PH
1;1;24.01.18;15;MATH-203(c);Analyse III (a);235589;;1;283365;268;12;3216;4;1;;;;MA
1;1;24.01.18;15;MATH-184;Mathématiques I;121777;;1;283365;242;8;1936;4;1;;;;MA
1;1;24.01.18;15;BIO-109(d);Introduction au sciences du vivant;235263;;1;283365;329;1;329;2;1;;;;SV
1;1;24.01.18;15;BIO-109(c);Introduction au sciences du vivant;NULL;;1;283365;69;1;69;2;1;;;;SV
1;1;24.01.18;15;BIO-109(b);Introduction au sciences du vivant;168670;;1;283365;323;1;323;2;1;;;;SV
1;1;24.01.18;15;BIO-109(a);Introduction au sciences du vivant;168676;;1;283365;241;1;241;2;1;;;;SV
1;1;23.11.17;15;CS-111(g);Programmation I – série notée;112547;;1;283365;310;16;4960;1;1;;;Scan qrcode et génération pdf et liste étudiants;IC
1;1;22.12.17;15;EE-100;Électrotechnique I (lab);106775;;1;283365;302;1;302;2;1;;;;EL
1;1;22.01.18;15;MATH-111(pi);Algèbre linéaire (pi);121157;;1;283365;98;12;1176;4;1;;;;MA
1;1;22.01.18;15;MATH-111(g);Algèbre linéaire (g);149640;;1;283365;193;12;2316;4;1;;;;MA
1;1;22.01.18;15;MATH-111(f);Algèbre linéaire (f);105396;;1;283365;207;12;2484;4;1;;;;MA
1;1;22.01.18;15;MATH-111(en);Algèbre linéaire (en);183120;;1;283365;224;12;2688;4;1;;;;MA
1;1;22.01.18;15;MATH-111(e);Algèbre linéaire (e);156849;;1;283365;284;12;3408;4;1;;;;MA
1;1;22.01.18;15;MATH-111(d);Algèbre linéaire (d);144617;;1;283365;300;12;3600;4;1;;;;MA
1;1;22.01.18;15;MATH-111(c) ;Algèbre linéaire (c);NULL;;1;283365;287;12;3444;4;1;;;;MA
1;1;22.01.18;15;MATH-111(a);Algèbre linéaire (a);101466;;1;283365;230;12;2760;4;1;;;;MA
1;1;21.12.17;15;CS-111(g);Programmation I – final;112547;;1;283365;310;16;4960;2;1;;;Scan qrcode et génération pdf et liste étudiants;IC
1;1;21.11.17;15;MICRO-450;Bases de la robotique;114980;;1;283365;172;1;172;2;3;;;;MT
1;1;20.11.17;15;MATH-101(g);Analyse I (g);101466;;1;283365;203;4;812;4;3;;;;MA
1;1;20.11.17;15;MATH-101(f);Analyse I (f);121777;;1;283365;267;4;1068;4;3;;;;MA
1;1;20.11.17;15;MATH-101(en);Analyse I (en);270833;;1;283365;142;4;568;4;3;;;;MA
1;1;20.11.17;15;MATH-101(e) ;Analyse I (e);167946;;1;283365;292;4;1168;4;3;;;;MA
1;1;20.11.17;15;MATH-101(de);Analyse I (de);NULL;;1;283365;47;4;188;4;3;;;;MA
1;1;20.11.17;15;MATH-101(d);Analyse I (d);166061;;1;283365;312;4;1248;4;3;;;;MA
1;1;20.11.17;15;MATH-101(c);Analyse I (c);271675;;1;283365;291;4;1164;4;3;;;;MA
1;1;20.11.17;15;MATH-101(a);Analyse I (a);161312;;1;283365;235;4;940;4;3;;;;MA
1;1;19.01.18;15;UNIL-130;Mathématiques (FGSE);149640;;1;283365;189;8;1512;4;1;;;;UNIL
1;1;19.01.18;15;UNIL-114;Mathématiques pour les Géosciences;149640;;1;283365;194;8;1552;4;1;;;;UNIL
1;1;19.01.18;15;MATH-234(b);Probabilités et statistiques;NULL;;1;283365;271;28;7588;4;1;;;;MA
1;1;18.01.18;15;MICRO-450;Bases de la robotique;114980,104561;;1;283365;172;1;172;2;1;;;;MT
1;1;17.01.18;15;CS-433;Machine Learning;276449,124369;;1;283365;400;20;8000;4;1;;;Scanning only;IC
1;1;17.01.18;15;CH-160;Chimie générale avancée;109839;;1;283365;776;20;15520;2;1;;;Using Archiving project impose_exam qr_codes;CGC
1;1;16.11.17;15;UNIL-130;Mathématiques (FGSE);149640;;1;283365;189;4;756;4;3;;;;UNIL
1;1;16.11.17;15;UNIL-114;Mathématiques pour les Géosciences;149640;;1;283365;194;4;776;4;3;;;;UNIL
1;1;16.01.18;15;MATH-203(a);Analyse III (a);106096;;1;283365;299;20;5980;4;1;;;;MA
1;1;15.01.18;15;MATH-101(g);Analyse I (g);101466;;1;283365;203;12;2436;4;1;;;;MA
1;1;15.01.18;15;MATH-101(f);Analyse I (f);121777;;1;283365;267;12;3204;4;1;;;;MA
1;1;15.01.18;15;MATH-101(en);Analyse I (en);270833;;1;283365;142;12;1704;4;1;;;;MA
1;1;15.01.18;15;MATH-101(e) ;Analyse I (e);167946;;1;283365;292;12;3504;4;1;;;;MA
1;1;15.01.18;15;MATH-101(de);Analyse I (de);NULL;;1;283365;47;12;564;4;1;;;;MA
1;1;15.01.18;15;MATH-101(d);Analyse I (d);166061;;1;283365;312;12;3744;4;1;;;;MA
1;1;15.01.18;15;MATH-101(c);Analyse I (c);271675;;1;283365;291;12;3492;4;1;;;;MA
1;1;15.01.18;15;MATH-101(a);Analyse I (a);161312;;1;283365;235;12;2820;4;1;;;;MA
1;1;14.12.17;15;MATH-234(b);Probabilités et statistiques;NULL;;1;283365;271;8;2168;4;3;;;;MA
1;1;13.11.17;15;MATH-111(pi);Algèbre linéaire (pi);121157;;1;283365;98;4;392;4;3;;;;MA
1;1;13.11.17;15;MATH-111(g);Algèbre linéaire (g);149640;;1;283365;193;4;772;4;3;;;;MA
1;1;13.11.17;15;MATH-111(f);Algèbre linéaire (f);105396;;1;283365;207;4;828;4;3;;;;MA
1;1;13.11.17;15;MATH-111(en);Algèbre linéaire (en);183120;;1;283365;224;4;896;4;3;;;;MA
1;1;13.11.17;15;MATH-111(e);Algèbre linéaire (e);156849;;1;283365;284;4;1136;4;3;;;;MA
1;1;13.11.17;15;MATH-111(d);Algèbre linéaire (d);144617;;1;283365;300;4;1200;4;3;;;;MA
1;1;13.11.17;15;MATH-111(c) ;Algèbre linéaire (c);NULL;;1;283365;287;4;1148;4;3;;;;MA
1;1;13.11.17;15;MATH-111(a);Algèbre linéaire (a);101466;;1;283365;230;4;920;4;3;;;;MA
1;1;10.11.17;15;MATH-265;Introduction à l’optimisation et la recherche opérationnelle;118332;;1;283365;210;16;3360;4;3;;;;MA
